coefs|output|text
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8s_unnorm.npy|eat_s.wav|your going to eat all of that
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8q_unnorm.npy|eat_q.wav|your going to eat all of that
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8s_unnorm.npy|joking_s.wav|he thinks I'm joking
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8q_unnorm.npy|joking_q.wav|he thinks I'm joking
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8s_unnorm.npy|trampoline_s.wav|you broke my trampoline
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8q_unnorm.npy|trampoline_q.wav|you broke my trampoline
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8s_unnorm.npy|five_s.wav|her daughter is five years old
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8q_unnorm.npy|five_q.wav|her daughter is five years old
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8s_unnorm.npy|train_s.wav|he missed his train
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8q_unnorm.npy|train_q.wav|he missed his train
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8s_unnorm.npy|cleaned_s.wav|you've cleaned up in here
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8q_unnorm.npy|cleaned_q.wav|you've cleaned up in here
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8s_unnorm.npy|rap_s.wav|she only listens to rap music
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8q_unnorm.npy|rap_q.wav|she only listens to rap music
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8s_unnorm.npy|pasta_s.wav|weer having pasta for dinner again
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8q_unnorm.npy|pasta_q.wav|weer having pasta for dinner again
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8s_unnorm.npy|violin_s.wav|he's played the violin for the past 10 years
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8q_unnorm.npy|violin_q.wav|he's played the violin for the past 10 years
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8s_unnorm.npy|story_s.wav|I think I've already told you that story
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8q_unnorm.npy|story_q.wav|I think I've already told you that story
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8s_unnorm.npy|grandma_s.wav|you have never met my grandma
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8q_unnorm.npy|grandma_q.wav|you have never met my grandma
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8s_unnorm.npy|drive_s.wav|he never learned how to drive
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/8q_unnorm.npy|drive_q.wav|he never learned how to drive
